id,ReportType,CurrentStatus,Description,DateCreate_Converted,DateClosed_Converted,location,YEAR
"331,629",Vehicle,Closed,"Black Dodge truck with plastic bag for window, been there maybe 2 months",3/16/17 20:35,3/21/17 15:18,"(21.353250443, -158.024761293)",2017
"331,614",Vehicle,Closed,Hasn't moved in 5 days,3/16/17 17:21,3/21/17 15:11,"(21.29777649, -157.843329273)",2017
"331,447",Vehicle,Closed,Scion xB,3/16/17 7:41,3/21/17 9:46,"(21.308582, -157.849579)",2017
"331,429",Vehicle,Closed,Salt lake area,3/16/17 6:55,3/17/17 10:11,"(21.34790185, -157.91460008)",2017
"331,427",Vehicle,Closed,Salt lake area,3/16/17 6:53,3/17/17 10:06,"(21.34789943, -157.91472096)",2017
"331,426",Vehicle,Closed,Salt lake area,3/16/17 6:50,3/17/17 10:04,"(21.34790554, -157.9146639)",2017
"331,425",Vehicle,Closed,Salt lake area,3/16/17 6:48,3/17/17 10:03,"(21.34790554, -157.9146639)",2017
"331,424",Vehicle,Closed,Salt lake area.,,,,1899
"331,296",Vehicle,Closed,Parked and not moved for over a week,3/15/17 19:29,3/17/17 11:58,"(21.411598, -157.786545)",2017
"331,185",Vehicle,Closed,Black four door Mercedes E55,3/15/17 11:10,3/17/17 11:46,"(21.377777, -157.929123)",2017
"331,183",Vehicle,Closed,Black Honda Accord 4 doors,3/15/17 11:07,3/17/17 11:35,"(21.377651, -157.929321)",2017
"331,182",Vehicle,Closed,2 door bettle. Has not moved in months.,3/15/17 11:02,3/17/17 11:24,"(21.377251, -157.929718)",2017
"331,132",Vehicle,Closed,"Ford Explorer has been is the location for over a month, flat front right tire",3/15/17 8:37,3/23/17 12:26,"(21.410276, -157.770203)",2017
"331,117",Vehicle,Closed,Salt lake area,3/15/17 8:00,3/17/17 10:00,"(21.3479293, -157.9148235)",2017
"331,116",Vehicle,Closed,Salt lake area,3/15/17 7:58,3/15/17 12:42,"(21.3479293, -157.9148235)",2017
"331,092",Vehicle,Closed,Salt lake area,3/15/17 7:02,3/17/17 9:52,"(21.3480679, -157.9148701)",2017
"331,079",Vehicle,Closed,Salt lake area,3/15/17 6:55,3/17/17 9:35,"(21.3480679, -157.9148701)",2017
"330,955",Vehicle,Closed,4 door white Honda fronting said house.,3/14/17 20:32,3/17/17 11:05,"(21.42386377, -158.17756843)",2017
"330,953",Vehicle,Closed,Has been parked in same place for.over one week. Does not appear to be running,3/14/17 20:16,3/17/17 10:51,"(21.36982502, -157.73476942)",2017
"330,695",Vehicle,Closed,4 door sedan. Silver.,3/14/17 7:32,3/17/17 10:39,"(21.377174, -157.929535)",2017
"330,672",Vehicle,Closed,Salt lake area,3/14/17 7:03,3/17/17 9:33,"(21.3480679, -157.9148701)",2017
"330,671",Vehicle,Closed,Salt lake area,3/14/17 7:01,3/15/17 12:38,"(21.3480679, -157.9148701)",2017
"330,668",Vehicle,Closed,Salt lake area,3/14/17 6:58,3/15/17 16:05,"(21.3480679, -157.9148701)",2017
"330,663",Vehicle,Closed,Salt lake area,3/14/17 6:51,3/15/17 12:43,"(21.34801396, -157.91481051)",2017
"330,555",Vehicle,Closed,There is this trailer that has been here for almost a month. The tires have been previously marked but wasn't check for over a week which allowed time to move. The license plate is a temp plate from AL that expired last September. What can we do to get i,3/13/17 19:36,2/27/18 13:58,"(21.290344, -157.827576)",2017
"330,546",Vehicle,Closed,White Ford Econoline 350 van. Back window is busted.,3/13/17 18:40,3/15/17 16:02,"(21.386353, -157.997665)",2017
"330,377",Vehicle,Closed,Black 2 door Acura integra. No engine. No license plate. Has not moved for over 5 months.,3/13/17 8:40,3/15/17 15:51,"(21.377602, -157.928635)",2017
"330,357",Vehicle,Closed,Salt lake area,3/13/17 8:00,3/15/17 12:33,"(21.3479293, -157.9148235)",2017
"330,353",Vehicle,Closed,Salt lake area,3/13/17 7:56,3/15/17 12:35,"(21.3479293, -157.9148235)",2017
"330,351",Vehicle,Closed,Salt lake area,3/13/17 7:51,3/15/17 12:45,"(21.34800342, -157.91470543)",2017
"330,318",Vehicle,Closed,Chevy SUV Tahoe with front black grille guard.,3/13/17 7:05,3/15/17 15:46,"(21.437782, -157.828217)",2017
"330,221",Vehicle,Closed,Blue 4 dr Chevy HHR. Lic#sbr458. Vehicle was pushed and parked here for over 2 weeks,3/12/17 21:09,3/15/17 15:10,"(21.355247, -158.025406)",2017
"330,065",Vehicle,Closed,SL Sierra truck,3/11/17 15:37,3/15/17 14:37,"(21.341415, -158.083374)",2017
"330,064",Vehicle,Closed,"Can I please get this car out of here, it's been sitting here for months",3/11/17 15:30,3/15/17 14:30,"(21.341553, -158.083511)",2017
"329,920",Vehicle,Closed,Nissan Xterra has not moved for months,3/10/17 20:12,3/15/17 14:23,"(21.476274, -158.006073)",2017
"329,846",Vehicle,Closed,Abandoned,3/10/17 12:24,3/15/17 14:17,"(21.396021, -157.941803)",2017
"329,776",Vehicle,Closed,Salt lake area,3/10/17 8:03,3/10/17 11:30,"(21.3479856, -157.91467613)",2017
"329,771",Vehicle,Closed,Salt lake area,3/10/17 7:57,3/10/17 11:29,"(21.3480679, -157.9148701)",2017
"329,768",Vehicle,Closed,Salt lake area,3/10/17 7:50,3/10/17 10:55,"(21.3480679, -157.9148701)",2017
"329,766",Vehicle,Closed,Salt lake area,3/10/17 7:50,3/10/17 10:56,"(21.3480679, -157.9148701)",2017
"329,764",Vehicle,Closed,Salt lake area,3/10/17 7:49,3/10/17 10:52,"(21.3480679, -157.9148701)",2017
"329,763",Vehicle,Closed,Salt lake area,3/10/17 7:49,3/10/17 10:51,"(21.3480679, -157.9148701)",2017
"329,762",Vehicle,Closed,Salt lake area,3/10/17 7:49,3/10/17 10:53,"(21.3480679, -157.9148701)",2017
"329,760",Vehicle,Closed,Salt lake area,3/10/17 7:48,3/10/17 10:50,"(21.3480679, -157.9148701)",2017
"329,754",Vehicle,Closed,Salt lake area,3/10/17 7:41,3/10/17 11:04,"(21.3480679, -157.9148701)",2017
"329,753",Vehicle,Closed,Salt lake area,3/10/17 7:38,3/10/17 10:49,"(21.3480679, -157.9148701)",2017
"329,750",Vehicle,Closed,Salt lake area,3/10/17 7:34,3/10/17 10:48,"(21.34805056, -157.9146127)",2017
"329,462",Vehicle,Closed,No drivers side window and missing license plates. Has been there for a couple of weeks.,3/9/17 9:20,3/9/17 12:35,"(21.374634, -157.919373)",2017
"329,422",Vehicle,Closed,Salt lake area,3/9/17 7:58,3/9/17 12:22,"(21.34790989, -157.91464838)",2017
"329,417",Vehicle,Closed,Salt lake area,3/9/17 7:51,3/9/17 12:21,"(21.34786731, -157.91468726)",2017
"329,149",Vehicle,Closed,Ford SUV abandoned,3/8/17 11:39,3/8/17 13:06,"(21.326004, -157.873749)",2017
"329,148",Vehicle,Closed,Toyota Camry,3/8/17 11:36,3/8/17 13:10,"(21.326241, -157.873795)",2017
"328,692",Vehicle,Closed,Salt lake area.,,,,1899
"328,691",Vehicle,Closed,Salt lake area,3/7/17 7:58,3/9/17 8:16,"(21.347967, -157.914777)",2017
"328,687",Vehicle,Closed,Salt lake area,3/7/17 7:57,3/9/17 8:15,"(21.34789066, -157.91502185)",2017
"328,672",Vehicle,Closed,White old tour van,3/7/17 7:37,3/9/17 8:09,"(21.419046, -157.995895)",2017
"328,276",Vehicle,Closed,Silver 4 door hatchback,3/6/17 8:29,3/9/17 8:02,"(21.603094, -157.899662)",2017
"328,233",Vehicle,Closed,Salt lake area. Been reporting it since last week,3/6/17 7:06,3/7/17 7:56,"(21.34784808, -157.91481013)",2017
"328,032",Vehicle,Closed,Color faded black?,3/5/17 11:01,3/6/17 14:02,"(21.396326, -157.937668)",2017
"328,031",Vehicle,Closed,Color faded blue??,3/5/17 10:59,3/6/17 14:02,"(21.396303, -157.937759)",2017
"328,004",Vehicle,Referred To Dept,Multiple abandoned vehicles along all of Lahaina Street. Dangerous for Keiki walking to and from Makaha Elementary school! Please remove immediately!!!,3/5/17 8:51,,"(21.471426, -158.214951)",2017
"328,001",Vehicle,Referred To Dept,Multiple abandoned vehicles along all of Lahaina Street. Dangerous for Keiki walking to and from Makaha Elementary school! Please remove immediately!!!,3/5/17 8:46,,"(21.470161, -158.213593)",2017
"327,999",Vehicle,Referred To Dept,Multiple abandoned vehicles along all of Lahaina Street. Dangerous for Keiki walking to and from Makaha Elementary school! Please remove immediately!!!,3/5/17 8:43,,"(21.470589, -158.214005)",2017
"327,997",Vehicle,Referred To Dept,Multiple abandoned vehicles along all of Lahaina Street. Dangerous for Keiki walking to and from Makaha Elementary school! Please remove immediately!!!,3/5/17 8:40,,"(21.470552, -158.21402)",2017
"327,510",Vehicle,Closed,Salt lake area,,,,1899
"327,509",Vehicle,Closed,Salt lake area,,,,1899
"327,413",Vehicle,Closed,White Check Express Paint peeling expired registration and safety check,3/2/17 20:29,3/3/17 10:00,"(21.336296, -157.854401)",2017
"327,399",Vehicle,Closed,Abandoned car I reported February 2 is still on Alaloa Street but some glass now litters the sidewalk too.,3/2/17 17:02,3/3/17 9:25,"(21.419128, -157.806992)",2017
"327,354",Vehicle,Closed,Don't move,3/2/17 14:10,3/2/17 15:43,"(21.288046, -157.819595)",2017
"327,171",Vehicle,Closed,Salt lake area,3/2/17 7:04,3/2/17 9:09,"(21.3480031, -157.91477424)",2017
"327,169",Vehicle,Closed,Salt lake area,3/2/17 7:00,3/2/17 8:29,"(21.34800311, -157.91477425)",2017
"327,032",Vehicle,Closed,"White, 4-door Toyota. Possible older (late 90s) Camry or Corolla",3/1/17 15:52,3/2/17 8:05,"(21.406494649, -158.164523768)",2017
"326,940",Vehicle,Closed,Vehicle parked across street from 81-818 leomana way residence. Expired registration. On street over 3 months.,3/1/17 12:05,3/1/17 13:55,"(21.40889, -157.997711)",2017
"326,936",Vehicle,Closed,Vehicle pRked on road over 1 month. No safety check.,3/1/17 11:57,3/1/17 13:45,"(21.409409, -157.997177)",2017
"326,926",Vehicle,Closed,Abandoned Mercedes Benz. Car has been parked in the same spot for months and hasn\'t been moved since.,3/1/17 11:39,3/1/17 12:24,"(21.391995, -158.0260927)",2017
"326,923",Vehicle,Closed,Abandoned Mercedes Benz. Car has been parked in the same spot for months and hasn't been moved since.,3/1/17 11:21,3/1/17 12:25,"(21.391995, -158.0260927)",2017
"326,922",Vehicle,Closed,Abandoned Mercedes Benz. Car has been parked in the same spot for months and hasn't been moved since.,3/1/17 11:21,3/1/17 12:25,"(21.391995, -158.0260927)",2017
"326,920",Vehicle,Closed,Abandoned Mercedes Benz. Car has been parked in the same spot for months and hasn't been moved since.,3/1/17 11:21,3/1/17 12:26,"(21.391995, -158.0260927)",2017
"326,919",Vehicle,Closed,Abandoned Mercedes Benz. Car has been parked in the same spot for months and hasn't been moved since.,3/1/17 11:21,3/1/17 12:25,"(21.391995, -158.0260927)",2017
"326,918",Vehicle,Closed,Abandoned Mercedes Benz. Car has been parked in the same spot for months and hasn't been moved since.,3/1/17 11:20,3/1/17 12:26,"(21.391995, -158.0260927)",2017
"326,917",Vehicle,Closed,Abandoned Mercedes Benz. Car has been parked in the same spot for months and hasn't been moved since.,3/1/17 11:20,3/1/17 12:26,"(21.391995, -158.0260927)",2017
"326,899",Vehicle,Closed,4runner,3/1/17 10:37,3/1/17 13:36,"(21.386208, -157.997665)",2017
"326,834",Vehicle,Closed,Salt lake area,3/1/17 7:58,3/2/17 9:11,"(21.34791574, -157.91485171)",2017
"326,676",Vehicle,Closed,Salt lake area,2/28/17 16:42,3/2/17 9:09,"(21.3479769, -157.91468943)",2017
"326,675",Vehicle,Closed,Salt lake area,2/28/17 16:40,3/2/17 9:07,"(21.34797225, -157.91468859)",2017
"326,667",Vehicle,Closed,Maroon Chevy truck has not moved,2/28/17 15:48,3/1/17 13:28,"(21.350843, -157.863113)",2017
"326,657",Vehicle,Closed,"Toyota Tundra with mattresses in back seat, one popped tire, and open back rear window.",2/28/17 15:21,3/1/17 13:22,"(21.412125, -157.817184)",2017
"326,598",Vehicle,Closed,Mercedes-Benz Gold Car.,2/28/17 12:57,3/1/17 12:28,"(21.39199838, -158.0261221)",2017
"326,594",Vehicle,Closed,"This vehicle has been parked for over a week (since Friday, Feb 10) on King Street in front of Ross' (across fm the old stadium park). It was originally parked on Young St for months; now it is occupying a metered stall. No payment is being made",2/28/17 12:51,3/1/17 13:02,"(21.293787, -157.827072)",2017
"326,345",Vehicle,Closed,Hasn't moved in over a month,2/27/17 21:12,2/28/17 11:41,"(21.294182, -157.786392)",2017
"326,326",Vehicle,Closed,White GMC pickup,2/27/17 17:48,2/28/17 8:51,"(21.388199, -158.010925)",2017
"326,279",Vehicle,Closed,Gold Nissan sentra,2/27/17 13:58,2/27/17 14:40,"(21.375507899, -158.022797605)",2017
"326,278",Vehicle,Closed,Gold Nissan sentra,2/27/17 13:56,2/27/17 14:40,"(21.375507899, -158.022797605)",2017
"326,277",Vehicle,Closed,Gold Nissan sentra,2/27/17 13:56,2/27/17 14:41,"(21.375507899, -158.022797605)",2017
"326,241",Vehicle,Referred To Dept,"Stripped down to the frame, rear tires missing",2/27/17 12:20,,"(21.397016427, -157.764910691)",2017
"326,088",Vehicle,Closed,Gold Nissan sentra,2/27/17 6:43,2/27/17 14:40,"(21.3761744, -158.0226388)",2017
"326,087",Vehicle,Closed,Gold Nissan sentra,2/27/17 6:42,2/27/17 14:41,"(21.3761744, -158.0226388)",2017
"325,998",Vehicle,Closed,This car has been sitting for so long that all of the notices and tickets have either flown away or ripped off.,2/26/17 18:50,2/27/17 15:55,"(21.396084, -157.941788)",2017
"325,805",Vehicle,Closed,Not moving,2/25/17 17:07,2/28/17 8:02,"(21.35486, -158.027908)",2017
"325,616",Vehicle,Closed,Not moving vehicle,2/24/17 23:41,2/28/17 8:16,"(21.354645, -158.027939)",2017
"325,371",Vehicle,Closed,Salt lake area,2/24/17 7:48,2/24/17 10:09,"(21.34799927, -157.91470022)",2017
"325,296",Vehicle,Closed,Possible abandoned vehicle:White Chevy truck license 056TVN has been parked for several weeks on Hawaii Kai Drive opposite 6841.,2/23/17 17:33,2/24/17 8:57,"(21.288794, -157.706818)",2017
"325,288",Vehicle,Closed,"4 door Buick , grey color",2/23/17 16:41,2/24/17 8:47,"(21.491638, -158.035233)",2017
"325,248",Vehicle,Closed,Gray car 2 door,2/23/17 13:42,2/24/17 8:23,"(21.491302, -158.035583)",2017
"325,247",Vehicle,Closed,Gray car 2 door,2/23/17 13:42,,"(21.491302, -158.035583)",2017
"324,759",Vehicle,Closed,Salt lake area,2/22/17 8:01,2/22/17 16:03,"(21.3479293, -157.9148235)",2017
"324,758",Vehicle,Closed,Salt lake area,2/22/17 7:59,2/22/17 15:44,"(21.3479189, -157.9148006)",2017
"324,752",Vehicle,Closed,Salt lake area,2/22/17 7:56,2/22/17 15:34,"(21.3479293, -157.9148235)",2017
"324,749",Vehicle,Closed,Reported it to 911 on tuesday 2/21. Tires are marked,2/22/17 7:54,2/22/17 15:30,"(21.34797662, -157.91471825)",2017
"324,717",Vehicle,Closed,Reported before - lots of tickets but still here.,2/22/17 6:53,2/22/17 15:15,"(21.3497049, -157.88791708)",2017
"324,692",Vehicle,Closed,This is an broken down delivery vehicle that is used for advertisement.,2/22/17 6:05,2/22/17 14:58,"(21.37603, -158.019989)",2017
"324,433",Vehicle,Closed,White Chevy van. No plates. Please tow away. Parked beside wall by Watercolors.,2/21/17 10:07,3/2/17 9:07,"(21.353033, -158.08728)",2017
"323,976",Vehicle,Closed,White 4-door sedan,2/19/17 15:03,2/21/17 9:39,"(21.560242449, -157.875856983)",2017
"323,903",Vehicle,Closed,Expired safety check. Ecpired registration. Looked abandoned...not moved for weeks,2/19/17 10:12,2/21/17 9:36,"(21.3228852, -157.86699628)",2017
"323,841",Vehicle,Closed,License plate is in photo. Car was been there for 4 weeks. Looks newer - could it be stolen?,2/18/17 22:44,2/21/17 9:01,"(21.476189, -158.009857)",2017
"323,716",Vehicle,Closed,Abandon car,2/18/17 8:45,2/21/17 8:41,"(21.581903, -158.139511)",2017
"323,522",Vehicle,Closed,"White Honda station wagon has been sitting for a long time. NO LICENSE PLATE, expired inspection, 11/16.Please ticket and tow away!",2/17/17 10:23,2/21/17 7:57,"(21.361816, -158.084732)",2017
"323,518",Vehicle,Closed,Gray Ford Ranger pickup truck has been sitting for a long time. License plate HI - PJZ 586.Please tow away!,2/17/17 10:20,2/21/17 7:51,"(21.361534, -158.084808)",2017
"323,515",Vehicle,Closed,"Red Saturn has been sitting for a long time. Expired inspection, expired registration. License plate HI - RBV 878.Please ticket and tow away!",2/17/17 10:15,2/21/17 7:46,"(21.359665, -158.08551)",2017
"323,493",Vehicle,Closed,Abandoned car - no license plates,2/17/17 9:09,2/17/17 9:25,"(21.322512, -157.852631)",2017
"323,492",Vehicle,Closed,Abandoned car - no license plates,2/17/17 9:09,2/17/17 9:25,"(21.322512, -157.852631)",2017
"323,353",Vehicle,Closed,It's still on the street.!!!,2/16/17 17:18,2/17/17 8:24,"(21.419159, -157.807175)",2017
"323,349",Vehicle,Closed,Truck has been in same location for two weeks,2/16/17 16:47,2/17/17 8:16,"(21.404694, -158.010712)",2017
"322,970",Vehicle,Closed,Junk truck,2/15/17 13:46,2/16/17 9:34,"(21.645691, -158.046112)",2017
"322,961",Vehicle,Closed,Not certain of make and model. Located right after the small boat ramp going Kahuku bound,2/15/17 13:23,2/16/17 9:00,"(21.56263, -157.874954)",2017
"322,960",Vehicle,Closed,"Abandoned for weeks, windows busted, parts stripped",2/15/17 13:17,2/16/17 8:58,"(21.554699, -157.869461)",2017
"322,959",Vehicle,Closed,Once car was green not sure of model or make. Been abandoned for months and last week vehicle was torched and it's still there pile of burnt metal and bushes . Now there is also another car there abandoned for the past few weeks,2/15/17 13:14,2/16/17 8:56,"(21.554623, -157.869522)",2017
"322,708",Vehicle,Closed,"White 4 door sedan. Trashed out and been there over 1 month. Taking up precious street parking on Kawa St, in Kaneohe. No tires. Sitting on brakes now.",2/14/17 18:32,2/16/17 8:51,"(21.418968, -157.803421)",2017
"322,700",Vehicle,Closed,"Silver Suzuki parked on makai side of street parking, 2+ weeks. Expired registration and safety. Should be ticketed and marked for towing. Thanks!",2/14/17 16:55,2/16/17 8:46,"(21.387375, -157.941864)",2017
"322,401",Vehicle,Referred To Dept,This is a 2nd report on this vehicle,2/13/17 19:41,,"(21.381378, -158.003647)",2017
"322,400",Vehicle,Referred To Dept,Parked over 2 weeks without movement,2/13/17 19:37,,"(21.381348, -158.003555)",2017
"322,399",Vehicle,Referred To Dept,Parked for over 3 weeks without movement,2/13/17 19:32,,"(21.381409, -158.003632)",2017
"322,398",Vehicle,Referred To Dept,Sent wrong picture,2/13/17 19:29,,"(21.381317, -158.003647)",2017
"322,397",Vehicle,Closed,Vehicle parked on the corner for over 3 weeks without moving,2/13/17 19:23,2/16/18 14:15,"(21.381409, -158.003647)",2017
"322,036",Vehicle,Closed,Car has been sitting here for the past 2-3 weeks. Unsure if stolen. Driver side window slightly down. Missing front bumper and front license plate.,2/12/17 18:35,2/16/17 8:41,"(21.410257, -157.993484)",2017
"321,946",Vehicle,Closed,Altima and Lexus,2/12/17 11:05,2/16/17 8:26,"(21.675034, -157.946457)",2017
"321,794",Vehicle,Closed,This truck has been here for 3 days.,2/11/17 18:30,2/16/17 8:19,"(21.397919, -157.750397)",2017
"321,739",Vehicle,Closed,"This car has been reported several times, and all the driver does is move it across the street. It doesn't move until it is reported again.",2/11/17 12:52,3/2/17 9:06,"(21.395433, -157.953079)",2017
"321,691",Vehicle,Closed,Vehicle parked over 1 week. No safety check.,2/11/17 9:23,2/16/18 13:48,"(21.409332, -157.997162)",2017
