coc_code,state_code,coc_name,coc_total_population_zillow_2017,pit_count_from_2017_zillow_2017,estimated_homeless_rate_percent_zillow_2017,zri_as_percent_of_median_income_zillow_2017,percent_of_coc_living_in_extreme_poverty_zillow_2017,coc_category,pit_overall_homeless_2017,pit_sheltered_es_homeless_2017,pit_sheltered_th_homeless_2017,pit_sheltered_sh_homeless_2017,pit_sheltered_total_homeless_2017,pit_unsheltered_homeless_2017,pit_homeless_individuals_2017,pit_sheltered_es_homeless_individuals_2017,pit_sheltered_th_homeless_individuals_2017,pit_sheltered_sh_homeless_individuals_2017,pit_sheltered_total_homeless_individuals_2017,pit_unsheltered_homeless_individuals_2017,pit_homeless_people_in_families_2017,pit_sheltered_es_homeless_people_in_families_2017,pit_sheltered_th_homeless_people_in_families_2017,pit_sheltered_total_homeless_people_in_families_2017,pit_unsheltered_homeless_people_in_families_2017,pit_homeless_family_households_2017,pit_sheltered_es_homeless_family_households_2017,pit_sheltered_th_homeless_family_households_2017,pit_sheltered_total_homeless_family_households_2017,pit_unsheltered_homeless_family_households_2017,pit_chronically_homeless_2017,pit_sheltered_es_chronically_homeless_2017,pit_sheltered_sh_chronically_homeless_2017,pit_sheltered_total_chronically_homeless_2017,pit_unsheltered_chronically_homeless_2017,pit_chronically_homeless_individuals_2017,pit_sheltered_es_chronically_homeless_individuals_2017,pit_sheltered_sh_chronically_homeless_individuals_2017,pit_sheltered_total_chronically_homeless_individuals_2017,pit_unsheltered_chronically_homeless_individuals_2017,pit_chronically_homeless_people_in_families_2017,pit_sheltered_es_chronically_homeless_people_in_families_2017,pit_sheltered_total_chronically_homeless_people_in_families_2017,pit_unsheltered_chronically_homeless_people_in_families_2017,pit_homeless_veterans_2017,pit_sheltered_es_homeless_veterans_2017,pit_sheltered_th_homeless_veterans_2017,pit_sheltered_sh_homeless_veterans_2017,pit_sheltered_total_homeless_veterans_2017,pit_unsheltered_homeless_veterans_2017,pit_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_25_2017,pit_unsheltered_homeless_unaccompanied_youth_under_25_2017,pit_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_18_2017,pit_unsheltered_homeless_unaccompanied_youth_under_18_2017,pit_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_es_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_th_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_total_homeless_unaccompanied_youth_age_18_24_2017,pit_unsheltered_homeless_unaccompanied_youth_age_18_24_2017,pit_homeless_parenting_youth_under_25_2017,pit_sheltered_es_homeless_parenting_youth_under_25_2017,pit_sheltered_th_homeless_parenting_youth_under_25_2017,pit_sheltered_total_homeless_parenting_youth_under_25_2017,pit_unsheltered_homeless_parenting_youth_under_25_2017,pit_homeless_parenting_youth_under_18_2017,pit_sheltered_es_homeless_parenting_youth_under_18_2017,pit_sheltered_th_homeless_parenting_youth_under_18_2017,pit_sheltered_total_homeless_parenting_youth_under_18_2017,pit_unsheltered_homeless_parenting_youth_under_18_2017,pit_homeless_parenting_youth_age_18_24_2017,pit_sheltered_es_homeless_parenting_youth_age_18_24_2017,pit_sheltered_th_homeless_parenting_youth_age_18_24_2017,pit_sheltered_total_homeless_parenting_youth_age_18_24_2017,pit_unsheltered_homeless_parenting_youth_age_18_24_2017,pit_homeless_children_of_parenting_youth_2017,pit_sheltered_es_homeless_children_of_parenting_youth_2017,pit_sheltered_th_homeless_children_of_parenting_youth_2017,pit_sheltered_total_homeless_children_of_parenting_youth_2017,pit_unsheltered_homeless_children_of_parenting_youth_2017,cluster_number_zillow_2017,cluster_location,cluster_description
sc-503,sc,myrtle beach/sumter city & county coc,905529,974,0.14,31.64320309,8.50875257,rural cocs,974,254,115,0,369,605,666,182,83,0,265,401,308,72,32,104,204,93,29,13,42,51,191,22,0,22,169,178,17,0,17,161,13,5,5,8,127,32,6,0,38,89,47,11,15,0,26,21,2,0,1,0,1,1,45,11,14,0,25,20,14,1,6,7,7,0,0,0,0,0,14,1,6,7,7,19,2,8,10,9,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
sd-500,sd,south dakota statewide coc,858926,943,0.12,27.48951771,6.542297137,rural cocs,943,590,182,0,772,171,611,343,109,0,452,159,332,247,73,320,12,124,98,23,121,3,144,112,0,112,32,101,81,0,81,20,43,31,31,12,130,48,75,0,123,7,66,35,18,0,53,13,19,8,10,0,18,1,47,27,8,0,35,12,14,11,3,14,0,2,2,0,2,0,12,9,3,12,0,18,13,5,18,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tn-500,tn,chattanooga/southeast tennessee coc,684710,576,0.11,25.91868856,6.569242846,rural cocs,576,298,61,0,359,217,452,235,4,0,239,213,124,63,57,120,4,46,22,23,45,1,192,88,0,88,104,189,85,0,85,104,3,3,3,0,54,23,0,0,23,31,17,10,0,0,10,7,0,0,0,0,0,0,17,10,0,0,10,7,5,4,1,5,0,0,0,0,0,0,5,4,1,5,0,6,5,1,6,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tn-501,tn,memphis/shelby county coc,936230,1426,0.17,21.8683848,10.2584447,major cities,1426,708,639,0,1347,79,915,464,372,0,836,79,511,244,267,511,0,130,49,81,130,0,66,24,0,24,42,52,10,0,10,42,14,14,14,0,213,94,110,0,204,9,31,23,6,0,29,2,8,8,0,0,8,0,23,15,6,0,21,2,9,6,3,9,0,0,0,0,0,0,9,6,3,9,0,23,13,10,23,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tn-502,tn,knoxville/knox county coc,451980,812,0.2,26.13667772,8.077817785,suburban cocs,812,404,274,0,678,134,701,336,241,0,577,124,111,68,33,101,10,40,25,11,36,4,77,54,0,54,23,75,52,0,52,23,2,2,2,0,87,39,46,0,85,2,72,24,29,0,53,19,3,3,0,0,3,0,69,21,29,0,50,19,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,3,1,2,3,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tn-503,tn,central tennessee coc,1140959,285,0.03,23.80808996,5.536783224,rural cocs,285,133,127,0,260,25,201,57,119,0,176,25,84,76,8,84,0,26,24,2,26,0,45,40,0,40,5,25,20,0,20,5,20,20,20,0,55,15,37,0,52,3,42,8,33,0,41,1,0,0,0,0,0,0,42,8,33,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Southeast Arkansas, Houma-Terrebonne/Thibodaux (Louisiana), Central Tennessee","low homeless rates, high poverty rates"
tn-504,tn,nashville/davidson county coc,677264,2337,0.38,34.99977583,7.378915252,major cities,2337,1390,308,0,1698,639,1990,1076,285,0,1361,629,347,314,23,337,10,82,70,10,80,2,617,219,0,219,398,598,210,0,210,388,19,9,9,10,223,78,106,0,184,39,114,74,12,0,86,28,6,6,0,0,6,0,108,68,12,0,80,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tn-506,tn,oak ridge/upper cumberland coc,567870,252,0.07,26.62908003,7.263415152,rural cocs,252,165,3,0,168,84,157,96,3,0,99,58,95,69,0,69,26,30,23,0,23,7,25,20,0,20,5,17,12,0,12,5,8,8,8,0,15,10,1,0,11,4,16,9,1,0,10,6,1,0,0,0,0,1,15,9,1,0,10,5,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tn-507,tn,jackson/west tennessee coc,668662,1103,0.24,24.01033632,8.231763192,rural cocs,1103,97,31,6,134,969,707,30,23,6,59,648,396,67,8,75,321,134,24,3,27,107,212,22,6,28,184,140,13,6,19,121,72,9,9,63,36,3,0,0,3,33,75,2,3,1,6,69,4,0,0,0,0,4,71,2,3,1,6,65,12,2,0,2,10,0,0,0,0,0,12,2,0,2,10,30,2,0,2,28,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tn-509,tn,appalachian regional coc,506973,450,0.1,25.89801901,7.074825637,rural cocs,450,231,74,0,305,145,342,187,35,0,222,120,108,44,39,83,25,35,15,12,27,8,73,24,0,24,49,64,21,0,21,43,9,3,3,6,43,10,24,0,34,9,11,4,1,0,5,6,0,0,0,0,0,0,11,4,1,0,5,6,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,5,5,0,5,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tn-510,tn,murfreesboro/rutherford county coc,298020,316,0.13,26.92333986,5.562207261,suburban cocs,316,193,34,0,227,89,249,126,34,0,160,89,67,67,0,67,0,29,29,0,29,0,73,50,0,50,23,55,32,0,32,23,18,18,18,0,21,17,0,0,17,4,14,12,2,0,14,0,0,0,0,0,0,0,14,12,2,0,14,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tn-512,tn,"morristown/blount, sevier, campbell, cocke counties coc",663735,752,0.13,27.62177995,7.151026495,rural cocs,752,277,91,0,368,384,423,94,60,0,154,269,329,183,31,214,115,103,60,11,71,32,104,24,0,24,80,80,21,0,21,59,24,3,3,21,10,2,0,0,2,8,65,9,13,0,22,43,1,0,0,0,0,1,64,9,13,0,22,42,13,11,2,13,0,0,0,0,0,0,13,11,2,13,0,18,14,4,18,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tx-500,tx,san antonio/bexar county coc,1919847,2743,0.18,27.06298021,6.92212051,major cities,2743,1030,611,0,1641,1102,1899,621,180,0,801,1098,844,409,431,840,4,242,110,131,241,1,651,100,0,100,551,646,95,0,95,551,5,5,5,0,228,82,72,0,154,74,127,32,31,0,63,64,0,0,0,0,0,0,127,32,31,0,63,64,32,7,25,32,0,0,0,0,0,0,32,7,25,32,0,66,17,49,66,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tx-503,tx,austin/travis county coc,1250891,2036,0.2,30.68797773,6.644735507,major cities,2036,821,370,11,1202,834,1460,555,63,11,629,831,576,266,307,573,3,171,79,91,170,1,553,177,6,183,370,539,163,6,169,370,14,14,14,0,169,66,25,11,102,67,98,38,13,0,51,47,11,11,0,0,11,0,87,27,13,0,40,47,31,6,25,31,0,0,0,0,0,0,31,6,25,31,0,47,7,40,47,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tx-600,tx,dallas city & county/irving coc,3684054,3789,0.11,29.11044764,5.569839872,major cities,3789,1897,786,19,2702,1087,2990,1433,466,19,1918,1072,799,464,320,784,15,258,145,108,253,5,542,422,14,436,106,511,391,14,405,106,31,31,31,0,358,149,148,0,297,61,237,83,85,0,168,69,46,38,8,0,46,0,191,45,77,0,122,69,48,16,32,48,0,5,0,5,5,0,43,16,27,43,0,78,31,47,78,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tx-601,tx,fort worth/arlington/tarrant county coc,2090799,1941,0.1,25.82756817,5.607844321,major cities,1941,1294,237,20,1551,390,1344,863,99,20,982,362,597,431,138,569,28,195,144,40,184,11,234,105,14,119,115,213,102,14,116,97,21,3,3,18,186,58,87,1,146,40,87,64,0,0,64,23,15,12,0,0,12,3,72,52,0,0,52,20,15,11,4,15,0,0,0,0,0,0,15,11,4,15,0,23,18,5,23,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tx-603,tx,el paso city & county coc,836089,1193,0.17,27.2757684,7.81013598,major cities,1193,583,414,19,1016,177,691,396,99,19,514,177,502,187,315,502,0,149,56,93,149,0,96,58,13,71,25,85,47,13,60,25,11,11,11,0,90,33,33,1,67,23,75,33,21,0,54,21,2,2,0,0,2,0,73,31,21,0,52,21,10,4,6,10,0,0,0,0,0,0,10,4,6,10,0,34,13,21,34,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tx-604,tx,waco/mclennan county coc,358285,221,0.07,29.58813936,8.238012801,rural cocs,221,93,67,2,162,59,125,53,13,2,68,57,96,40,54,94,2,28,13,14,27,1,26,9,1,10,16,26,9,1,10,16,0,0,0,0,19,7,5,1,13,6,12,7,0,0,7,5,0,0,0,0,0,0,12,7,0,0,7,5,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,8,1,7,8,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tx-607,tx,texas balance of state (bos) coc,10634996,7153,0.1,29.33543419,7.566767741,rural cocs,7153,2617,966,0,3583,3570,4808,1479,186,0,1665,3143,2345,1138,780,1918,427,754,330,270,600,154,879,248,0,248,631,764,167,0,167,597,115,81,81,34,674,204,26,0,230,444,417,124,48,0,172,245,36,11,13,0,24,12,381,113,35,0,148,233,113,33,61,94,19,0,0,0,0,0,113,33,61,94,19,186,53,102,155,31,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tx-611,tx,amarillo coc,189080,531,0.3,27.27298292,6.820971912,other urban cocs,531,419,0,0,419,112,475,363,0,0,363,112,56,56,0,56,0,20,20,0,20,0,112,0,0,0,112,112,0,0,0,112,0,0,0,0,61,47,0,0,47,14,39,35,0,0,35,4,0,0,0,0,0,0,39,35,0,0,35,4,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tx-624,tx,"wichita falls/wise, palo pinto, wichita, archer counties coc",330725,234,0.08,27.68082385,6.706393037,rural cocs,234,213,0,0,213,21,170,149,0,0,149,21,64,64,0,64,0,23,23,0,23,0,65,51,0,51,14,58,44,0,44,14,7,7,7,0,10,8,0,0,8,2,35,32,0,0,32,3,16,16,0,0,16,0,19,16,0,0,16,3,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,4,4,0,4,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
tx-700,tx,"houston, pasadena, conroe/harris, ft. bend, montgomery, counties coc",5748292,3605,0.08,27.77445999,6.008384899,major cities,3605,1489,988,0,2477,1128,2670,905,657,0,1562,1108,935,584,331,915,20,319,186,124,310,9,539,257,0,257,282,529,247,0,247,282,10,10,10,0,405,149,166,0,315,90,183,92,26,0,118,65,3,2,0,0,2,1,180,90,26,0,116,64,41,24,17,41,0,0,0,0,0,0,41,24,17,41,0,61,39,22,61,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
tx-701,tx,bryan/college station/brazos valley coc,331198,102,0.04,36.67060232,11.95563788,other urban cocs,102,89,0,0,89,13,76,63,0,0,63,13,26,26,0,26,0,9,9,0,9,0,14,6,0,6,8,14,6,0,6,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ut-500,ut,salt lake city & county coc,1111517,2047,0.2,26.55003067,4.607886147,suburban cocs,2047,1621,265,0,1886,161,1348,987,200,0,1187,161,699,634,65,699,0,198,180,18,198,0,143,112,0,112,31,121,90,0,90,31,22,22,22,0,177,72,98,0,170,7,110,55,33,0,88,22,6,4,2,0,6,0,104,51,31,0,82,22,28,24,4,28,0,1,1,0,1,0,27,23,4,27,0,33,26,7,33,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ut-503,ut,utah balance of state coc,1242374,634,0.06,24.86362073,4.863504349,suburban cocs,634,477,81,0,558,76,416,309,31,0,340,76,218,168,50,218,0,68,51,17,68,0,34,25,0,25,9,34,25,0,25,9,0,0,0,0,40,11,22,0,33,7,57,48,4,0,52,5,22,18,4,0,22,0,35,30,0,0,30,5,8,8,0,8,0,0,0,0,0,0,8,8,0,8,0,11,11,0,11,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ut-504,ut,provo/mountainland coc,639584,171,0.04,25.20334129,5.239558529,suburban cocs,171,67,63,0,130,41,118,47,30,0,77,41,53,20,33,53,0,15,6,9,15,0,8,4,0,4,4,8,4,0,4,4,0,0,0,0,3,0,0,0,0,3,13,5,1,0,6,7,1,1,0,0,1,0,12,4,1,0,5,7,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-500,va,"richmond/henrico, chesterfield, hanover counties coc",1061547,662,0.07,24.25926198,5.757661521,suburban cocs,662,231,266,12,509,153,573,154,254,12,420,153,89,77,12,89,0,29,27,2,29,0,76,30,5,35,41,69,23,5,28,41,7,7,7,0,94,15,62,0,77,17,38,12,22,0,34,4,0,0,0,0,0,0,38,12,22,0,34,4,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-501,va,"norfolk/chesapeake/suffolk/isle of wright, southampton counties coc",632576,703,0.13,27.36788771,6.955189821,suburban cocs,703,535,99,0,634,69,572,447,56,0,503,69,131,88,43,131,0,41,26,15,41,0,82,65,0,65,17,79,62,0,62,17,3,3,3,0,86,68,8,0,76,10,38,32,4,0,36,2,0,0,0,0,0,0,38,32,4,0,36,2,7,5,2,7,0,0,0,0,0,0,7,5,2,7,0,10,8,2,10,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-502,va,roanoke city & county/salem coc,278757,267,0.11,26.44097672,6.048795955,suburban cocs,267,249,1,0,250,17,197,179,1,0,180,17,70,70,0,70,0,23,23,0,23,0,48,43,0,43,5,43,38,0,38,5,5,5,5,0,32,32,0,0,32,0,18,15,0,0,15,3,0,0,0,0,0,0,18,15,0,0,15,3,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
va-503,va,virginia beach coc,451176,349,0.09,26.61012251,3.68726777,major cities,349,174,97,0,271,78,238,140,22,0,162,76,111,34,75,109,2,34,12,21,33,1,62,27,0,27,35,60,27,0,27,33,2,0,0,2,38,9,19,0,28,10,34,22,2,0,24,10,12,12,0,0,12,0,22,10,2,0,12,10,7,3,4,7,0,0,0,0,0,0,7,3,4,7,0,13,5,8,13,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-504,va,charlottesville coc,246286,160,0.07,27.31420509,7.969061847,rural cocs,160,115,22,0,137,23,119,96,0,0,96,23,41,19,22,41,0,11,6,5,11,0,55,37,0,37,18,50,32,0,32,18,5,5,5,0,9,4,0,0,4,5,8,4,0,0,4,4,0,0,0,0,0,0,8,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-505,va,newport news/hampton/virginia peninsula coc,486161,512,0.11,26.09429578,6.640767457,other urban cocs,512,335,74,23,432,80,352,222,27,23,272,80,160,113,47,160,0,45,30,15,45,0,75,39,11,50,25,72,36,11,47,25,3,3,3,0,68,39,20,1,60,8,18,14,0,0,14,4,0,0,0,0,0,0,18,14,0,0,14,4,3,2,1,3,0,0,0,0,0,0,3,2,1,3,0,5,3,2,5,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
va-507,va,portsmouth coc,96007,151,0.18,29.76584547,9.409123422,other urban cocs,151,67,29,0,96,55,115,42,18,0,60,55,36,25,11,36,0,14,10,4,14,0,12,9,0,9,3,12,9,0,9,3,0,0,0,0,11,5,2,0,7,4,2,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
va-508,va,lynchburg coc,259135,125,0.06,26.86328757,7.58097291,rural cocs,125,94,6,0,100,25,92,61,6,0,67,25,33,33,0,33,0,10,10,0,10,0,27,17,0,17,10,27,17,0,17,10,0,0,0,0,9,8,0,0,8,1,7,3,0,0,3,4,0,0,0,0,0,0,7,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-513,va,"harrisburg, winchester/western virginia coc",362584,280,0.09,26.66110528,6.645254391,rural cocs,280,251,10,0,261,19,195,166,10,0,176,19,85,85,0,85,0,27,27,0,27,0,44,38,0,38,6,37,31,0,31,6,7,7,7,0,10,8,0,0,8,2,6,6,0,0,6,0,0,0,0,0,0,0,6,6,0,0,6,0,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,6,6,0,6,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-514,va,"fredericksburg/spotsylvania, stafford counties coc",356451,216,0.08,22.52355355,3.640451088,suburban cocs,216,177,0,0,177,39,122,83,0,0,83,39,94,94,0,94,0,29,29,0,29,0,29,15,0,15,14,29,15,0,15,14,0,0,0,0,8,8,0,0,8,0,20,19,0,0,19,1,0,0,0,0,0,0,20,19,0,0,19,1,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,8,8,0,8,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-521,va,virginia balance of state (bos) coc,1695332,722,0.05,30.66970524,7.15141313,rural cocs,722,439,124,0,563,159,423,274,11,0,285,138,299,165,113,278,21,102,56,38,94,8,39,15,0,15,24,39,15,0,15,24,0,0,0,0,35,26,0,0,26,9,30,18,1,0,19,11,0,0,0,0,0,0,30,18,1,0,19,11,8,6,2,8,0,0,0,0,0,0,8,6,2,8,0,12,9,3,12,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-600,va,arlington county coc,228239,232,0.13,27.47834291,4.306756493,other urban cocs,232,182,11,6,199,33,149,107,3,6,116,33,83,75,8,83,0,30,26,4,30,0,63,36,6,42,21,63,36,6,42,21,0,0,0,0,10,8,0,1,9,1,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,11,7,4,11,0,0,0,0,0,0,11,7,4,11,0,13,9,4,13,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
va-601,va,fairfax county coc,1174776,964,0.09,24.28661774,2.8762275920000002,suburban cocs,964,637,219,0,856,108,492,360,27,0,387,105,472,277,192,469,3,142,85,56,141,1,150,87,0,87,63,150,87,0,87,63,0,0,0,0,34,21,0,0,21,13,49,24,23,0,47,2,3,3,0,0,3,0,46,21,23,0,44,2,29,24,5,29,0,0,0,0,0,0,29,24,5,29,0,29,23,6,29,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
va-602,va,loudoun county coc,373741,113,0.04,21.36245597,1.823169549,suburban cocs,113,74,23,0,97,16,71,51,4,0,55,16,42,23,19,42,0,11,7,4,11,0,15,8,0,8,7,15,8,0,8,7,0,0,0,0,6,3,2,0,5,1,10,10,0,0,10,0,0,0,0,0,0,0,10,10,0,0,10,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
va-603,va,city of alexandria coc,153631,211,0.16,26.21272097,4.645285586,other urban cocs,211,133,49,11,193,18,121,82,10,11,103,18,90,51,39,90,0,30,18,12,30,0,43,19,10,29,14,43,19,10,29,14,0,0,0,0,6,4,1,1,6,0,5,4,1,0,5,0,0,0,0,0,0,0,5,4,1,0,5,0,5,3,2,5,0,0,0,0,0,0,5,3,2,5,0,7,3,4,7,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
va-604,va,prince william county coc,507573,400,0.09,24.34965348,3.612898443,suburban cocs,400,168,116,0,284,116,197,79,5,0,84,113,203,89,111,200,3,53,22,30,52,1,76,14,0,14,62,76,14,0,14,62,0,0,0,0,22,7,2,0,9,13,17,5,1,0,6,11,0,0,0,0,0,0,17,5,1,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
vt-500,vt,vermont balance of state coc,464585,934,0.22,36.74187508,5.073593855,rural cocs,934,626,199,3,828,106,500,309,114,3,426,74,434,317,85,402,32,142,105,29,134,8,83,60,2,62,21,73,54,2,56,17,10,6,6,4,69,13,53,0,66,3,69,37,22,0,59,10,2,0,1,0,1,1,67,37,21,0,58,9,30,18,6,24,6,0,0,0,0,0,30,18,6,24,6,31,22,6,28,3,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
vt-501,vt,burlington/chittenden county coc,161309,291,0.21,35.58340155,5.848736183,other urban cocs,291,217,46,0,263,28,197,139,35,0,174,23,94,78,11,89,5,37,31,5,36,1,44,32,0,32,12,38,26,0,26,12,6,6,6,0,25,9,14,0,23,2,25,15,9,0,24,1,0,0,0,0,0,0,25,15,9,0,24,1,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
wa-500,wa,seattle/king county coc,2119230,11643,0.65,34.24083742,4.973248833,major cities,11643,3491,2624,43,6158,5485,8810,2407,956,43,3406,5404,2833,1084,1668,2752,81,905,328,555,883,22,2773,949,37,986,1787,2483,667,37,704,1779,290,282,282,8,1329,284,352,0,636,693,1498,164,192,0,356,1142,221,11,15,0,26,195,1277,153,177,0,330,947,142,59,77,136,6,1,1,0,1,0,141,58,77,135,6,222,103,112,215,7,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
wa-501,wa,washington balance of state coc,2228592,4671,0.25,29.18699101,6.584957233,rural cocs,5243,1971,1592,0,3563,1680,3162,1238,498,0,1736,1426,2081,733,1094,1827,254,641,216,344,560,81,1031,315,0,315,716,882,238,0,238,644,149,77,77,72,415,123,130,0,253,162,334,129,82,0,211,123,37,30,1,0,31,6,297,99,81,0,180,117,69,19,41,60,9,0,0,0,0,0,69,19,41,60,9,92,30,53,83,9,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
wa-502,wa,spokane city & county coc,490886,1090,0.25,26.18229506,7.000483799,other urban cocs,1090,696,256,0,952,138,791,560,99,0,659,132,299,136,157,293,6,103,46,55,101,2,325,239,0,239,86,292,208,0,208,84,33,31,31,2,118,62,47,0,109,9,71,34,19,0,53,18,17,11,4,0,15,2,54,23,15,0,38,16,12,2,10,12,0,2,0,2,2,0,10,2,8,10,0,16,4,12,16,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
wa-503,wa,tacoma/lakewood/pierce county coc,837954,1321,0.17,29.74546467,5.936363371,suburban cocs,1321,577,240,0,817,504,879,361,37,0,398,481,442,216,203,419,23,132,60,65,125,7,337,82,0,82,255,321,66,0,66,255,16,16,16,0,136,43,8,0,51,85,87,41,3,0,44,43,0,0,0,0,0,0,87,41,3,0,44,43,11,5,6,11,0,0,0,0,0,0,11,5,6,11,0,14,5,9,14,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
